custid,ct_dairy,ct_drink,ct_fastfood,ct_fruite,ct_house_prod,ct_makeup,ct_meat,ct_sauce,ct_seafood,ct_snack,ct_vegetable,coverage,g_paid,buyed_prod_num,hf_6-11,hf_12-17,hf_18-23,wdf_Sun,wdf_Mon,wdf_Tue,wdf_Wed,wdf_Thu,wdf_Fri,wdf_Sat,n_distinct(prod),ct_cov,vdays,day_mean_amt,day_cov,first_cnt.prod,second_cnt.prod,third_cnt.prod,first_money.prod_ct,second_money.prod_ct,third_money.prod_ct
C1968,0,0,0,0.76,0,0,0,0,0,0.24,0,0.18,5240,2,1,0,0,0,0.24,0,0,0,0,0.76,2,2.450273177783768,2,2620,0.739493351317229,candy-gum,dryfruits,NA,fruite,snack,NA
C1970,0,0,0.21,0,0.16,0,0.54,0,0,0,0.09,0.36,21462,5,0.91,0.09,0,0,0,0,0,0.09,0,0.91,5,1.7482505395386925,2,10731,1.1572275921347634,beans,chilledagriculturalproducts,instantfoods,meat,fastfood,house_prod
C1971,0.23,0,0,0,0.18,0,0.26,0,0,0.2,0.12,0.45,21840,5,0,1,0,0.88,0.12,0,0,0,0,0,5,1.1509380688490676,3,7280,0.9014349162438987,chilledlivestock,cooky/cakes,lattuce,meat,dairy,snack
C1972,0,0.12,0.12,0.21,0,0,0,0,0.53,0.02,0,0.45,41358,7,0,0.08,0.92,0,0.92,0,0,0.08,0,0,7,1.7017371353315232,3,13786,1.1342565787020507,banana/importedfruits,bottledfoods,cooky/cakes,seafood,fruite,fastfood
C1973,0.45,0,0,0,0,0,0,0,0,0.55,0,0.18,3740,3,0,0,1,0,0,0.37,0,0,0.63,0,3,2.133297780714553,3,1246.6666666666667,0.42493184593984373,bread,milk,snacks,snack,dairy,NA
C1974,0.18,0,0.13,0.24,0.05,0,0.09,0.02,0,0.17,0.12,0.73,59230,16,0.26,0.74,0,0.24,0,0.39,0.09,0.28,0,0,13,0.8688962979378967,7,8461.42857142857,0.9819878505785783,banana/importedfruits,chilledlivestock,milk,fruite,dairy,snack
C1975,0,0,0,0.41,0,0,0.18,0,0.41,0,0,0.27,48870,5,0,1,0,0.18,0,0,0.24,0.16,0,0.41,4,1.742086948723201,4,12217.5,0.4459156451166731,tomato/plum/melon,banana/importedfruits,importedbeef,seafood,fruite,meat
C1976,0.22,0.14,0,0.27,0.2,0,0,0,0,0,0.18,0.45,111987,19,0.57,0.38,0.04,0.12,0.22,0,0.27,0.07,0.1,0.21,12,1.140773973836771,14,7999.071428571428,0.637102173103696,eggs,softdrinks,beans,fruite,dairy,house_prod
C1977,0.23,0,0.19,0.15,0,0,0.29,0,0,0.01,0.13,0.55,101073,33,0.13,0.38,0.49,0.2,0.04,0.21,0.06,0.3,0.07,0.13,19,1.149734410851734,26,3887.423076923077,0.865302646146644,fermentedmilk,fruitvegetables,mushrooms,meat,dairy,fastfood
C1978,0.09,0.18,0.11,0.02,0,0,0.12,0.09,0.24,0.05,0.1,0.82,64320,16,0.16,0.27,0.56,0,0,0,0.16,0.82,0.02,0,15,0.787283160527945,6,10720,0.7904053931779019,ramen,beans,chilledlivestock,seafood,drink,meat
C1979,0,0,0,0,0,0,0.22,0,0.78,0,0,0.18,17654,2,0,1,0,0,0,1,0,0,0,0,2,2.499142862061751,2,8827,0.7967468047673504,importedbeef,otherlivefish,NA,seafood,meat,NA
C1980,0.32,0.12,0,0.36,0.16,0,0,0,0,0,0.05,0.45,75190,8,0,0.39,0.61,0,0,0.63,0.37,0,0,0,7,1.3999953659772708,3,25063.333333333332,0.2600578401536195,icecream,beans,fermentedmilk,fruite,dairy,house_prod
C1981,1,0,0,0,0,0,0,0,0,0,0,0.09,1700,2,0,1,0,0,0,0,0,1,0,0,1,3.1622776601683804,2,850,0.0831890330807703,icecream,NA,NA,dairy,NA,NA
C1982,0.09,0,0.19,0.24,0.1,0,0.03,0.04,0.14,0.03,0.16,0.82,299880,60,0.21,0.6,0.19,0.02,0.24,0.04,0.1,0.24,0.31,0.05,29,0.8442985436267264,17,17640,0.8757182329975564,milk,fruitvegetables,eidbleherbs,fruite,fastfood,vegetable
C1983,0,0,0,0,0,0,0.48,0,0.15,0,0.37,0.27,8340,4,0,1,0,0,0,0,0,1,0,0,4,1.808391997447863,1,8340,0,beans,chilledlivestock,chilledseafood,meat,vegetable,seafood
C1984,0.19,0,0,0,0,0,0,0,0,0.81,0,0.18,3870,2,0,0.81,0.19,0,0,0,0.19,0.81,0,0,2,2.561778009140311,2,1935,0.8660687707556163,chilleddairymilks,snacks,NA,snack,dairy,NA
C1985,0,0,0,0,0,0,0,0,0,0,1,0.09,6000,2,0,1,0,0,0.5,0,0,0,0,0.5,1,3.1622776601683786,2,3000,0,othervegetables,NA,NA,vegetable,NA,NA
C1986,0.38,0.2,0,0,0,0,0,0,0.11,0.2,0.11,0.45,18640,7,0.31,0,0.69,0,0.11,0,0,0.2,0,0.69,6,1.3225668946733147,3,6213.333333333333,0.9349256176774824,cooky/cakes,beans,chilleddairymilks,dairy,snack,drink
C1987,0.19,0,0.05,0.15,0,0,0.15,0,0.28,0,0.19,0.55,43221,12,0.47,0.47,0.05,0.41,0,0,0.19,0.35,0,0.05,9,1.0669551032667735,7,6174.428571428572,0.8670979847883804,cheese/butter,fruitvegetables,lattuce,seafood,dairy,vegetable
C1988,0,0.47,0,0,0,0,0,0,0.53,0,0,0.18,14390,3,0,1,0,0.33,0,0,0,0,0,0.67,2,2.1252238925275937,2,7195,0.47074933730139856,harddrinks,processedlivefish,NA,seafood,drink,NA
C1989,0,0,0.48,0,0,0,0,0,0,0,0.52,0.18,7638,2,0,1,0,0,0,0,1,0,0,0,2,2.123917831456374,2,3819,0.06332299533013858,ready-madesidedishes,wildvegetables,NA,vegetable,fastfood,NA
C1991,0,0,0.13,0,0.3,0,0,0,0.57,0,0,0.27,15750,3,0,1,0,1,0,0,0,0,0,0,3,1.940917591891392,2,7875,0.5540125511010792,cookingoil,processeddriedfish,processeddryfoods,seafood,house_prod,fastfood
C1992,0,0,0,1,0,0,0,0,0,0,0,0.09,17800,1,0,1,0,0,1,0,0,0,0,0,1,3.1622776601683804,1,17800,0,banana/importedfruits,NA,NA,fruite,NA,NA
C1993,0.16,0,0.18,0.49,0,0,0,0,0,0.18,0,0.36,16220,5,0,0.82,0.18,0,0.72,0.28,0,0,0,0,5,1.6076439655001846,4,4055,1.0766712623096943,banana/importedfruits,candy-gum,fermentedmilk,fruite,fastfood,snack
C1994,0,0,1,0,0,0,0,0,0,0,0,0.09,5150,1,0,1,0,0,0,0,0,0,0,1,1,3.1622776601683795,1,5150,0,ramen,NA,NA,fastfood,NA,NA
C1996,0.47,0.23,0,0,0,0,0,0.3,0,0,0,0.27,13960,4,0,0.66,0.34,0,0,0.66,0.34,0,0,0,4,1.7328256424182176,2,6980,0.4477667582871834,artificialpowders,eggs,icecream,dairy,sauce,drink
C1997,0,0,0,0,1,0,0,0,0,0,0,0.09,3580,1,0,0,1,0,1,0,0,0,0,0,1,3.1622776601683795,1,3580,0,chilledagriculturalproducts,NA,NA,house_prod,NA,NA
C1998,0,0,0,0,0,0,0,0,0,0,1,0.09,990,1,0,0,1,0,0,0,0,1,0,0,1,3.162277660168379,1,990,0,eidbleherbs,NA,NA,vegetable,NA,NA
C1999,0.12,0,0.19,0,0,0,0.45,0,0.21,0.03,0,0.45,33250,6,0,0.1,0.9,0,0.13,0.42,0,0.45,0,0,5,1.5131273316859235,5,6650,0.7348992338675904,ramen,fermentedmilk,otherlivefish,meat,seafood,fastfood
C2000,0,0,0,1,0,0,0,0,0,0,0,0.09,6990,1,1,0,0,0,0,0,0,0,0,1,1,3.162277660168378,1,6990,0,banana/importedfruits,NA,NA,fruite,NA,NA
C2001,0,0,0,0,0.16,0,0.14,0.14,0.56,0,0,0.36,72000,5,0,0.65,0.35,0.19,0.16,0.14,0,0,0,0.51,5,1.7811718902085605,4,18000,0.6873489358912124,hairproducts,koreanpork,livefish,seafood,house_prod,sauce
C2002,0,0,0,1,0,0,0,0,0,0,0,0.09,8900,1,1,0,0,0,0,0,0,0,0,1,1,3.1622776601683804,1,8900,0,apple/sweetmelon,NA,NA,fruite,NA,NA
C2005,0,0,0,0,0,0,0,0,0,1,0,0.09,18980,4,0,1,0,0,0,0,1,0,0,0,2,3.1622776601683795,1,18980,0,cooky/cakes,candy-gum,NA,snack,NA,NA
C2007,0.06,0.1,0.02,0.33,0.07,0,0.05,0,0.18,0.05,0.14,0.82,320387,70,0.62,0.28,0.11,0.01,0.12,0.26,0.36,0.15,0.04,0.06,27,1.0217132795552968,41,7814.317073170731,1.2641326140845088,fruitvegetables,rootvegetables,beans,fruite,seafood,vegetable
C2008,0,0,0.45,0.55,0,0,0,0,0,0,0,0.18,12690,2,1,0,0,0,1,0,0,0,0,0,2,2.13467454025419,1,12690,0,apple/sweetmelon,instantfoods,NA,fruite,fastfood,NA
C2010,0.27,0.03,0,0,0.26,0,0,0,0,0.44,0,0.36,45830,7,0,0.19,0.81,0,0,0,0.55,0.26,0.19,0,6,1.6304500052188822,3,15276.666666666666,0.5745039026407662,milk,cereals,cheese/butter,snack,dairy,house_prod
C2011,0.34,0,0.59,0,0,0,0,0,0.07,0,0,0.27,16030,4,0,1,0,0,0,0,0,1,0,0,4,2.0396589935522274,1,16030,0,bottledfoods,cheese/butter,chilledseafood,fastfood,dairy,seafood
C2012,0,0,1,0,0,0,0,0,0,0,0,0.09,990,1,0,1,0,0,0,1,0,0,0,0,1,3.162277660168379,1,990,0,pre-processedmeals,NA,NA,fastfood,NA,NA
C2013,0.04,0.14,0.25,0.01,0.05,0,0.14,0.05,0.01,0.03,0.27,0.91,143810,36,0.34,0.66,0,0.05,0.19,0.23,0.1,0.1,0.04,0.29,20,1.022284939951534,26,5531.153846153846,0.6501607990585844,beans,coffee,chillednoodles,vegetable,fastfood,meat
C2014,0.06,0,0.16,0.44,0.17,0,0,0,0.09,0,0.09,0.55,22906,6,0.23,0.33,0.44,0,0.09,0.3,0.44,0.17,0,0,6,1.3808125318864357,5,4581.2,0.7561095407852886,fermentedmilk,instantfoods,otherlivefish,fruite,house_prod,fastfood
C2016,0,1,0,0,0,0,0,0,0,0,0,0.09,5000,1,0,0,1,0,0,1,0,0,0,0,1,3.1622776601683786,1,5000,0,harddrinks,NA,NA,drink,NA,NA
C2017,0,0,0,1,0,0,0,0,0,0,0,0.09,21970,3,0.36,0.64,0,0.36,0,0,0,0,0.64,0,2,3.1622776601683786,2,10985,0.38557757117045244,tomato/plum/melon,mandarinorange/watermelonandotherfruits,NA,fruite,NA,NA
C2018,0,0,0.59,0,0,0,0,0.41,0,0,0,0.18,16920,4,0,1,0,0,0,0,0,0.59,0,0.41,4,2.1638503335656134,2,8460,0.257433674474535,artificialpowders,ketchupandmayoneise,otherreadymadefoods,fastfood,sauce,NA
C2019,0.07,0,0.06,0.32,0.16,0,0,0.05,0,0.1,0.25,0.64,72270,21,0,0.87,0.13,0.16,0.08,0.1,0.41,0,0.11,0.14,16,1.139693334058901,15,4818,0.6533077532642566,lattuce,beans,apple/sweetmelon,fruite,vegetable,house_prod
C2020,0.1,0,0.04,0.14,0.21,0,0.17,0.05,0.08,0.16,0.05,0.82,155564,25,0.05,0.84,0.11,0,0.51,0.02,0.18,0.14,0,0.15,21,0.7465005737221065,13,11966.461538461539,0.7813618338574138,cookingoil,chinesecabbages,fruitvegetables,house_prod,meat,snack
C2021,0,0,0,0,0,0,0,0,1,0,0,0.09,13960,1,0,1,0,0,0,0,0,1,0,0,1,3.16227766016838,1,13960,0,processedlivefish,NA,NA,seafood,NA,NA
C2023,0.05,0.02,0.11,0.2,0.09,0.03,0.09,0.02,0.15,0.14,0.11,1,568934,101,0.01,0.28,0.71,0.27,0.17,0.17,0.16,0.11,0.01,0.11,45,0.6192612189243855,63,9030.698412698413,1.1339280775738405,eidbleherbs,bottledfoods,beans,fruite,seafood,snack
C2024,0,0.36,0,0,0.32,0,0,0,0,0.32,0,0.27,31250,3,1,0,0,0,0,0,0,0.36,0,0.64,3,1.636846075597825,2,15625,0.39326450742471025,kitchen/housedetergents,minorcereals,softdrinks,drink,snack,house_prod
C2025,0,0,0.59,0,0,0,0,0,0,0.41,0,0.18,16900,2,0,0,1,0,0,0,0,1,0,0,2,2.1644999530878084,1,16900,0,otherreadymadefoods,ready-madesnacks,NA,fastfood,snack,NA
C2026,0,0,0,0,0,0,1,0,0,0,0,0.09,4580,1,0,0,1,0,0,0,0,1,0,0,1,3.162277660168379,1,4580,0,chilledlivestock,NA,NA,meat,NA,NA
C2027,0,0.1,0.39,0,0,0,0.2,0,0.07,0.24,0,0.45,41091,12,0.12,0.34,0.54,0.19,0.13,0.05,0,0,0.26,0.37,8,1.3702655192542064,10,4109.1,0.7811776006722864,ramen,softdrinks,driedfish,fastfood,snack,meat
C2029,0.18,0.18,0,0.42,0,0,0,0.12,0,0,0.11,0.45,24020,5,0,1,0,0.18,0,0.12,0,0,0,0.7,5,1.3766420147833869,3,8006.666666666667,0.9646981671129389,artificialpowders,beans,dryfruits,fruite,drink,dairy
C2030,0,0,0.92,0,0,0,0,0,0,0.08,0,0.18,12940,3,0,0.15,0.85,0.15,0,0,0,0,0,0.85,3,2.90365854817902,2,6470,0.979239066372715,bottledfoods,instantfoods,snacks,fastfood,snack,NA
C2031,0,0,1,0,0,0,0,0,0,0,0,0.09,1380,1,0,0,1,0,0,0,0,1,0,0,1,3.16227766016838,1,1380,0,ramen,NA,NA,fastfood,NA,NA
C2032,1,0,0,0,0,0,0,0,0,0,0,0.09,2300,1,0,1,0,0,1,0,0,0,0,0,1,3.1622776601683786,1,2300,0,fermentedmilk,NA,NA,dairy,NA,NA
C2033,0,0,0,0,0,0,0,0,0,0,1,0.09,990,1,0,1,0,0,0,1,0,0,0,0,1,3.162277660168379,1,990,0,lattuce,NA,NA,vegetable,NA,NA
C2035,0.06,0.24,0,0,0,0,0.7,0,0,0,0,0.36,45464,8,0.12,0.88,0,0.24,0.12,0,0.03,0,0,0.61,7,2.258462904529044,5,9092.8,1.0578813288520743,tea,chilledlivestock,koreanpork,meat,drink,dairy
C2036,0,0.41,0.52,0.07,0,0,0,0,0,0,0,0.27,10400,4,0.52,0,0.48,0.31,0,0.41,0,0,0.28,0,3,1.9646350934196042,4,2600,0.5549223873802346,ready-mademeals,fruitvegetables,harddrinks,fastfood,drink,fruite
C2037,0.13,0.05,0.04,0.25,0.08,0,0.2,0.04,0.07,0,0.14,0.82,733466,106,0.29,0.65,0.05,0.23,0.12,0.13,0.24,0.13,0.06,0.09,35,0.8527323080545491,23,31889.82608695652,0.7072671558743251,milk,fruitvegetables,kitchen/housedetergents,fruite,meat,vegetable
C2039,0.1,0.08,0.28,0.06,0.07,0,0.01,0.03,0.02,0.28,0.06,0.91,154587,50,0.07,0.49,0.44,0.2,0.08,0.36,0.02,0.06,0.19,0.08,20,1.0470609527955406,33,4684.454545454545,0.7428461624936432,snacks,milk,noodles,fastfood,snack,dairy
C2040,0.14,0.04,0,0.06,0.13,0,0.32,0.11,0,0.01,0.17,0.73,123349,21,0.85,0.08,0.07,0,0.2,0,0.22,0,0.26,0.32,15,1.0416236576590516,8,15418.625,0.6713757961252355,koreanpork,chilledagriculturalproducts,eidbleherbs,meat,vegetable,dairy
C2041,0.51,0,0,0,0,0,0,0,0,0.49,0,0.18,9700,2,0,0,1,0,0,0,0,1,0,0,2,2.12145811806658,1,9700,0,cooky/cakes,icecream,NA,dairy,snack,NA
C2042,0,0.03,0,0.97,0,0,0,0,0,0,0,0.18,3070,2,0,0.97,0.03,0,0,0.03,0,0,0.97,0,2,3.07272667972078,2,1535,1.3405086210116308,fruitvegetables,otherbeverages,NA,fruite,drink,NA
C2043,0.44,0,0,0,0,0,0,0,0,0.56,0,0.18,21350,3,0,1,0,0,0.82,0,0.18,0,0,0,2,2.1383233541721696,2,10675,0.9041693267631263,milk,minorcereals,NA,snack,dairy,NA
C2044,0.02,0.41,0.12,0.02,0,0.12,0.13,0.01,0,0.15,0,0.73,108341,16,0.03,0.91,0.06,0,0,0.34,0.14,0.49,0.03,0,11,1.2898816605473797,11,9849.181818181818,0.7926597480295868,ramen,coffee,importedbeef,drink,snack,meat
C2046,0.59,0.09,0.07,0.14,0,0,0,0.02,0,0,0.09,0.55,102490,34,0.1,0.17,0.73,0.09,0.1,0.13,0.33,0.27,0.07,0,12,1.8070062780184482,22,4658.636363636364,0.7113724267478887,fermentedmilk,milk,eggs,dairy,fruite,drink
C2047,0,1,0,0,0,0,0,0,0,0,0,0.09,22900,1,0,1,0,0,0,1,0,0,0,0,1,3.162277660168378,1,22900,0,coffee,NA,NA,drink,NA,NA
C2048,0,0.36,0.56,0,0,0,0,0,0,0.09,0,0.27,53860,19,0.38,0.39,0.24,0.04,0.11,0.17,0.27,0.02,0.35,0.03,6,1.9779361898705172,15,3590.6666666666665,0.7511109284116042,softdrinks,instantfoods,cooky/cakes,fastfood,drink,snack
C2050,0,0.27,0,0,0,0,0,0,0,0.73,0,0.18,9400,2,0,0,1,0,0,0.73,0,0.27,0,0,2,2.388528870978244,2,4700,0.6619723057916616,harddrinks,ready-madesnacks,NA,snack,drink,NA
C2051,0.08,0,0,0.04,0.39,0,0.39,0.05,0,0.06,0,0.55,36000,6,0,0.43,0.57,0,0,0.52,0,0,0,0.48,6,1.5653030905968655,3,12000,0.733647186626136,bakery,chilledagriculturalproducts,eggs,meat,house_prod,dairy
C2052,0,0.01,0.1,0,0,0,0,0,0,0.9,0,0.27,12160,4,0.66,0,0.34,0.1,0,0.66,0.25,0,0,0,4,2.815690278549743,3,4053.3333333333335,0.8678473078537267,cooky/cakes,minorcereals,otherbeverages,snack,fastfood,drink
C2053,0.33,0.01,0,0.13,0,0,0,0,0,0.46,0.06,0.45,38940,12,0.18,0.32,0.5,0,0.06,0.06,0.28,0.17,0.17,0.26,8,1.666895164230977,10,3894,0.5730439194587174,cooky/cakes,bread,icecream,snack,dairy,fruite
C2055,0.06,0.11,0.02,0.29,0.1,0.15,0.06,0.01,0.01,0.15,0.04,1,467368,69,0.06,0.87,0.08,0.09,0.08,0.25,0.19,0.05,0.13,0.19,28,0.887451233944677,42,11127.809523809523,1.1749787908762308,milk,mandarinorange/watermelonandotherfruits,beans,fruite,makeup,snack
C2056,0.29,0.01,0.36,0,0,0,0,0.01,0,0.33,0,0.45,71210,36,0.23,0.52,0.25,0.32,0.22,0.2,0.26,0,0,0,15,1.5915555012926836,23,3096.086956521739,0.7123717028106498,fermentedmilk,cooky/cakes,ramen,fastfood,snack,dairy
C2057,0,0.44,0.18,0,0.19,0,0,0,0,0.19,0,0.36,65590,8,0,0.35,0.65,0.05,0.23,0.23,0,0,0.3,0.19,6,1.5054751450119919,8,8198.75,0.8080143857350253,coffee,softdrinks,bottledfoods,drink,snack,house_prod
C2060,0,0.27,0.4,0,0,0,0,0,0,0.34,0,0.27,23580,8,0,1,0,0,0.74,0.15,0,0,0,0.1,6,1.661490796598356,4,5895,0.7707461475453095,harddrinks,ramen,bottledfoods,fastfood,snack,drink
C2061,0.67,0.05,0.18,0,0,0,0,0,0,0.1,0,0.36,20150,9,0.2,0.65,0.15,0,0,0.15,0,0.33,0.2,0.33,8,2.1081739822759467,7,2878.5714285714284,0.7486531790533696,milk,candy-gum,chillednoodles,dairy,fastfood,snack
C2064,0,0.02,0,0.09,0,0,0.81,0,0.07,0,0,0.36,33250,4,0.02,0.98,0,0.81,0,0.16,0,0,0.02,0,4,2.526620747795051,3,11083.333333333334,1.2574810136270607,banana/importedfruits,koreanpork,otherseafoods,meat,fruite,seafood
C2065,0,0.03,0.24,0.02,0.19,0,0.11,0,0.25,0,0.15,0.64,53630,14,0,0.94,0.06,0,0.16,0.49,0.15,0,0,0.2,11,1.0701886208545803,8,6703.75,0.5168816869442601,bottledfoods,ramen,wastepapers,seafood,fastfood,house_prod
C2066,0.05,0.23,0.07,0.22,0.21,0.02,0,0.05,0,0.03,0.12,0.82,168070,31,0.63,0.2,0.16,0.02,0.1,0,0,0.2,0.67,0,22,0.9377354056962397,14,12005,0.8522129118080074,harddrinks,fruitvegetables,laundrydetergent,drink,fruite,house_prod
C2067,0,0.87,0.13,0,0,0,0,0,0,0,0,0.18,34900,4,0.37,0.63,0,1,0,0,0,0,0,0,3,2.7388100728421603,2,17450,0.36064471934442827,coffee,ramen,tea,drink,fastfood,NA
C2068,0,0,0,0,0,0,0,0,0,0,1,0.09,3660,2,0,0,1,0,0,1,0,0,0,0,2,3.162277660168379,1,3660,0,beans,mushrooms,NA,vegetable,NA,NA
C2069,0.28,0,0,0.25,0,0,0.07,0,0.06,0.04,0.3,0.55,82150,20,0.41,0.59,0,0.16,0,0.45,0.09,0.05,0,0.25,15,1.2789453860601956,11,7468.181818181818,0.7705377709345924,rootvegetables,beans,cheese/butter,vegetable,dairy,fruite
C2070,0.1,0.1,0.14,0.16,0.01,0,0.15,0.01,0.15,0.01,0.16,0.91,299680,65,0.11,0.85,0.05,0.18,0.23,0.12,0.11,0.11,0.03,0.22,32,0.7336853705436376,35,8562.285714285714,0.87912280924047,harddrinks,beans,eggs,fruite,vegetable,meat
C2071,0,0,0,0,0,0,0,0,0.45,0.55,0,0.18,4580,2,0,0,1,0,1,0,0,0,0,0,2,2.132194169960568,1,4580,0,bakery,chilledseafood,NA,snack,seafood,NA
C2072,0,0.23,0,0.14,0.24,0,0,0.25,0,0.15,0,0.45,66300,13,0.6,0.11,0.29,0,0.03,0.06,0.19,0.48,0.07,0.16,9,1.153000330765291,8,8287.5,0.8564219216575196,softdrinks,kitchen/housedetergents,soysaucesandpastes,sauce,house_prod,drink
C2073,0.05,0.43,0,0,0,0,0,0,0.3,0.22,0,0.36,64920,11,0,0.56,0.44,0.22,0,0,0.51,0.08,0.03,0.16,6,1.6106208610800263,7,9274.285714285714,1.170395362957465,softdrinks,chilleddairymilks,cooky/cakes,drink,seafood,snack
C2074,0.29,0,0,0,0.71,0,0,0,0,0,0,0.18,16700,2,0,0,1,0,0,0,0,1,0,0,2,2.3439576518264746,2,8350,0.6012524726256872,fermentedmilk,wastepapers,NA,house_prod,dairy,NA
C2075,0.59,0,0.41,0,0,0,0,0,0,0,0,0.18,10820,3,0,1,0,0,0,0,0,0,1,0,3,2.1669125010267716,2,5410,0.16468660707856744,fermentedmilk,milk,pre-processedsidedishes,dairy,fastfood,NA
C2077,0,0,0,0,0,0,0.81,0,0,0,0.19,0.18,17140,4,0,1,0,0,0,0.23,0,0.03,0.74,0,2,2.568193781824066,3,5713.333333333333,1.0985605710441646,frozendumpling,mushrooms,NA,meat,vegetable,NA
C2078,0,0,1,0,0,0,0,0,0,0,0,0.09,6000,1,0,0,1,0,1,0,0,0,0,0,1,3.162277660168378,1,6000,0,bottledfoods,NA,NA,fastfood,NA,NA
C2079,0.85,0,0,0,0,0,0,0,0,0.15,0,0.18,6530,3,0.15,0.64,0.21,0,0,0,0.21,0,0,0.79,3,2.673363186587302,3,2176.6666666666665,0.8011062122881253,cooky/cakes,fermentedmilk,milk,dairy,snack,NA
C2080,0.53,0,0.47,0,0,0,0,0,0,0,0,0.18,6050,2,0,1,0,0,0,0,0,0,1,0,2,2.125654537459483,2,3025,0.08181400774059228,milk,ramen,NA,dairy,fastfood,NA
C2081,0.1,0,0,0.13,0,0,0.4,0,0.09,0.24,0.04,0.55,130579,16,0.16,0.65,0.19,0.09,0,0.48,0.05,0,0.16,0.22,12,1.338715136609828,10,13057.9,1.4284653022509246,banana/importedfruits,fermentedmilk,minorcereals,meat,snack,fruite
C2083,0,0,0.16,0,0,0.07,0,0,0.76,0,0,0.27,27190,5,0.4,0.6,0,0,0,0,0.47,0,0.53,0,4,2.404895913574317,3,9063.333333333334,0.7033784767858414,otherlivefish,bottledfoods,chilledseafood,seafood,fastfood,makeup
C2084,0,0,0,0,0.08,0,0,0,0,0.92,0,0.18,5750,3,0.17,0,0.83,0,0.17,0,0.83,0,0,0,3,2.900518172857654,2,2875,0.9469082113280723,cooky/cakes,ready-madesnacks,wastepapers,snack,house_prod,NA
C2086,0,0,0.24,0,0.08,0,0.52,0,0,0.03,0.14,0.45,21104,6,0.19,0.68,0.13,0.27,0,0.19,0,0.54,0,0,6,1.682771883101534,4,5276,0.7930267101727259,bottledfoods,chilledagriculturalproducts,chillednoodles,meat,fastfood,vegetable
C2087,0.24,0.09,0.15,0.09,0.1,0,0.16,0.03,0,0.11,0.04,0.82,83500,31,0.07,0.08,0.85,0.09,0.4,0.11,0.07,0.06,0.1,0.17,20,0.7696963036619813,23,3630.4347826086955,1.0218559188257876,icecream,ready-mademeals,chilledlivestock,dairy,meat,fastfood
C2088,0.17,0.18,0.09,0.1,0.14,0,0.17,0,0,0.13,0.02,0.73,131075,27,0.09,0.86,0.05,0,0.06,0.54,0.19,0.12,0.04,0.05,18,0.7779417775135095,14,9362.5,0.9150669955955327,fruitvegetables,milk,banana/importedfruits,drink,dairy,meat
C2089,0.2,0,0.75,0,0,0,0,0,0,0,0.05,0.27,5330,3,0,1,0,0,0.75,0,0,0,0,0.25,3,2.376665672362629,2,2665,0.7031268180654224,bottledfoods,fermentedmilk,mushrooms,fastfood,dairy,vegetable
C2090,0,0,1,0,0,0,0,0,0,0,0,0.09,1500,1,0,0,1,0,0,0,0,1,0,0,1,3.162277660168378,1,1500,0,pre-processedmeals,NA,NA,fastfood,NA,NA
C2091,0.04,0,0.18,0.16,0.17,0,0.23,0.07,0.03,0.07,0.04,0.82,101556,19,0.1,0.9,0,0,0.35,0.13,0,0,0.15,0.38,17,0.8453576306486706,10,10155.6,0.35433189336342774,chillednoodles,dentalproducts,banana/importedfruits,meat,fastfood,house_prod
C2092,1,0,0,0,0,0,0,0,0,0,0,0.09,4500,1,0,0,1,0,0,0,0,0,0,1,1,3.16227766016838,1,4500,0,eggs,NA,NA,dairy,NA,NA
C2093,0,0,1,0,0,0,0,0,0,0,0,0.09,2550,1,0,1,0,1,0,0,0,0,0,0,1,3.162277660168379,1,2550,0,noodles,NA,NA,fastfood,NA,NA
C2094,0.03,0,0.22,0.27,0,0,0.2,0,0.19,0,0.09,0.55,109053,24,0,0.38,0.62,0.06,0.21,0.11,0.2,0.11,0.07,0.23,20,1.1171641305997426,9,12117,0.6100867949055058,beans,bottledfoods,pear/kiwi/grape,fruite,fastfood,meat
C2095,0.15,0.04,0.01,0.34,0.15,0,0.06,0,0,0.25,0,0.64,104233,24,0,0.41,0.59,0.21,0,0.71,0,0,0,0.08,16,1.228041842847828,13,8017.923076923077,0.802176922821778,milk,cooky/cakes,snacks,fruite,snack,dairy
C2096,0.29,0.09,0.15,0.03,0.08,0,0,0.03,0.05,0.26,0.02,0.82,191840,27,0.56,0.39,0.05,0.01,0.44,0.14,0.06,0,0,0.35,16,1.0510206637523525,12,15986.666666666666,0.891088935363538,eggs,milk,chilleddairymilks,dairy,snack,fastfood
C2097,0,0,0.4,0.47,0,0,0,0.13,0,0,0,0.27,14900,4,0.27,0.6,0.13,0.13,0,0,0,0.4,0,0.47,4,1.831271237255394,4,3725,0.6391310558279344,artificialpowders,otherreadymadefoods,pear/kiwi/grape,fruite,fastfood,sauce
C2098,0,0,0,0,0,0,0.65,0,0,0.35,0,0.18,9915,2,0.35,0.65,0,0.35,0.65,0,0,0,0,0,2,2.2305592882236813,2,4957.5,0.41577736100025947,importedbeef,ready-madesnacks,NA,meat,snack,NA
C2099,0.33,0,0.15,0,0.11,0,0.19,0,0,0.2,0.03,0.55,37590,11,0,0.64,0.36,0.07,0.17,0.25,0.12,0.28,0,0.11,9,1.1644435649604366,9,4176.666666666667,0.6894276552697053,bakery,cheese/butter,beans,dairy,snack,meat
