custid,ct_dairy,ct_drink,ct_fastfood,ct_fruite,ct_house_prod,ct_makeup,ct_meat,ct_sauce,ct_seafood,ct_snack,ct_vegetable,coverage,g_paid,buyed_prod_num,hf_6-11,hf_12-17,hf_18-23,wdf_Sun,wdf_Mon,wdf_Tue,wdf_Wed,wdf_Thu,wdf_Fri,wdf_Sat,n_distinct(prod),ct_cov,vdays,day_mean_amt,day_cov,first_cnt.prod,second_cnt.prod,third_cnt.prod,first_money.prod_ct,second_money.prod_ct,third_money.prod_ct
C0841,0.03,0,0.05,0.2,0,0,0.28,0,0.22,0.1,0.11,0.64,117890,14,0.92,0.08,0,0.09,0,0.03,0.29,0.28,0,0.3,11,1.0680234321987347,11,10717.272727272728,0.8638547827437406,driedfish,eidbleherbs,rootvegetables,meat,seafood,fruite
C0842,0,0.66,0,0,0,0,0,0,0,0,0.34,0.18,5800,2,0,0.34,0.66,0.34,0,0,0,0.66,0,0,2,2.2427051781391865,2,2900,0.4388938641847537,beans,softdrinks,NA,drink,vegetable,NA
C0843,0,0.68,0.32,0,0,0,0,0,0,0,0,0.18,6230,2,0,0,1,0,0,0,0,0,0,1,2,2.2841593444896247,1,6230,0,bottledfoods,tea,NA,drink,fastfood,NA
C0844,0,0,0,0,0,0,0,1,0,0,0,0.09,4350,1,0,1,0,0,0,0,1,0,0,0,1,3.162277660168379,1,4350,0,ketchupandmayoneise,NA,NA,sauce,NA,NA
C0845,0.21,0,0.01,0.13,0,0.01,0.41,0.04,0,0.08,0.11,0.73,153009,30,0.17,0.34,0.49,0.06,0.06,0.54,0.05,0.06,0,0.23,17,1.323509483730916,21,7286.142857142857,1.7591506988563608,milk,banana/importedfruits,beans,meat,dairy,fruite
C0846,0.22,0.04,0.17,0,0.09,0,0.48,0,0,0,0,0.45,22997,8,0.25,0.66,0.09,0.22,0.3,0.23,0,0.25,0,0,6,1.5819900600777093,5,4599.4,0.32229829195419185,koreanchicken,ramen,dentalproducts,meat,dairy,fastfood
C0848,0,0.03,0,0.5,0.36,0,0,0,0,0.11,0,0.36,36520,8,0.03,0.36,0.62,0,0.12,0.39,0.11,0,0.38,0,7,1.8241110894289885,7,5217.142857142857,0.952722996354512,fruitvegetables,bakery,banana/importedfruits,fruite,house_prod,snack
C0849,0.06,0.29,0.02,0.14,0.13,0,0.26,0.08,0.01,0.01,0,0.82,125682,25,0.15,0.65,0.19,0.63,0.07,0.03,0.05,0,0,0.23,20,1.0919730536076158,11,11425.636363636364,0.8425621815679999,importedbeef,ketchupandmayoneise,milk,drink,meat,fruite
C0850,0,1,0,0,0,0,0,0,0,0,0,0.09,1000,1,0,1,0,0,1,0,0,0,0,0,1,3.1622776601683804,1,1000,0,softdrinks,NA,NA,drink,NA,NA
C0851,0.17,0.08,0.09,0.11,0.14,0,0,0.08,0.28,0,0.05,0.73,71730,12,0.08,0.63,0.29,0.29,0,0,0,0.57,0.14,0,10,0.8904472020803671,6,11955,0.6565152663807008,fermentedmilk,softdrinks,bottledfoods,seafood,dairy,house_prod
C0852,0.05,0,0.18,0,0.03,0,0,0.06,0.29,0.29,0.11,0.64,48251,10,0,0.44,0.56,0,0.08,0,0.19,0.55,0.17,0,10,1.1736563369119672,5,9650.2,0.5232286229092397,bakery,beans,bottledfoods,seafood,snack,fastfood
C0854,0.03,0.01,0.37,0.1,0,0,0,0,0,0,0.49,0.45,28795,11,0,1,0,0,0,0,0.56,0,0,0.44,9,1.7958354066351667,2,14397.5,0.15986334938442173,bottledfoods,rootvegetables,apple/sweetmelon,vegetable,fastfood,fruite
C0855,0.19,0,0.09,0.05,0.19,0,0.14,0.1,0.2,0.05,0,0.73,76820,13,0,1,0,0.04,0.37,0.11,0.3,0.14,0,0.05,11,0.8267680504971441,9,8535.555555555555,0.5852736638760438,artificialpowders,milk,bottledfoods,seafood,dairy,house_prod
C0856,0,1,0,0,0,0,0,0,0,0,0,0.09,21900,1,0,1,0,0,0,1,0,0,0,0,1,3.1622776601683795,1,21900,0,coffee,NA,NA,drink,NA,NA
C0857,0.17,0.15,0.07,0.03,0.19,0,0.19,0.11,0,0,0.08,0.73,116357,21,0.27,0.29,0.44,0.04,0.04,0.13,0.05,0.26,0.02,0.46,16,0.8100748660392483,13,8950.538461538461,1.120377327374445,dentalproducts,fermentedmilk,rootvegetables,meat,house_prod,dairy
C0859,0.13,0.1,0.03,0.15,0.03,0,0.15,0,0.03,0.35,0.02,0.82,205134,39,0.06,0.87,0.07,0.2,0.09,0.08,0.21,0.02,0.05,0.35,22,1.1027928851879751,17,12066.70588235294,1.0648069206788646,cooky/cakes,milk,softdrinks,snack,meat,fruite
C0860,0.07,0.06,0.09,0,0.05,0,0.24,0.02,0.07,0.4,0,0.82,350618,94,0.24,0.75,0.01,0.09,0.08,0.09,0.08,0.15,0.43,0.08,34,1.2758584183740793,50,7012.36,1.644866574926923,snacks,cooky/cakes,milk,snack,meat,fastfood
C0861,0,1,0,0,0,0,0,0,0,0,0,0.09,2030,2,1,0,0,0,0,0,0,0,1,0,2,3.162277660168379,1,2030,0,otherbeverages,softdrinks,NA,drink,NA,NA
C0862,0,0,0.13,0,0.06,0,0.22,0,0.52,0,0.07,0.45,47148,8,1,0,0,0,0,0.26,0.46,0.13,0,0.15,6,1.670661986031786,6,7858,0.41143018629508643,otherlivefish,beans,bottledfoods,seafood,meat,fastfood
C0864,0,0.03,0.03,0.02,0.19,0,0.5,0.01,0.14,0,0.08,0.73,105901,24,0.83,0.11,0.06,0.31,0.32,0,0.12,0.19,0.06,0,17,1.5632017322016003,12,8825.083333333334,0.7061042124042097,koreanbeef,cookingoil,beans,meat,house_prod,seafood
C0865,0,0,0,0,0,0,1,0,0,0,0,0.09,4480,1,0,0,1,0,0,0,1,0,0,0,1,3.1622776601683804,1,4480,0,frozenmeat,NA,NA,meat,NA,NA
C0866,0,1,0,0,0,0,0,0,0,0,0,0.09,54080,3,0,0,1,0.1,0,0,0,0,0.3,0.6,1,3.16227766016838,3,18026.666666666668,0.7518108194522806,harddrinks,NA,NA,drink,NA,NA
C0867,0.15,0.29,0.15,0.15,0.13,0,0.05,0.02,0.02,0.04,0.01,0.91,164952,55,0,0.49,0.51,0.07,0.06,0.03,0.24,0.11,0.21,0.28,23,0.952325017436618,28,5891.142857142857,0.9756667259922419,softdrinks,icecream,harddrinks,drink,dairy,fruite
C0869,0.05,0.24,0.08,0.32,0.2,0.11,0,0,0,0,0,0.55,85550,15,0.22,0.78,0,0.07,0.22,0,0.13,0.26,0.07,0.26,10,1.1839249642648313,11,7777.272727272727,0.712482139348727,softdrinks,apple/sweetmelon,coffee,fruite,drink,house_prod
C0870,0.11,0.01,0.17,0.13,0.14,0,0.29,0.06,0,0,0.1,0.73,183985,45,0,0.43,0.57,0.21,0.1,0.08,0.17,0.13,0,0.31,25,0.953614785594149,26,7076.346153846154,1.0668427029327108,milk,fruitvegetables,koreanchicken,meat,fastfood,house_prod
C0871,0.12,0.15,0.07,0.26,0.12,0.01,0.05,0,0,0.16,0.09,0.82,307252,46,0.78,0.08,0.14,0.41,0.03,0.23,0.26,0,0,0.08,19,0.8283041438503346,31,9911.354838709678,1.2812155920820265,softdrinks,milk,beans,fruite,snack,drink
C0872,0,0,0.13,0.59,0.28,0,0,0,0,0,0,0.27,35470,7,0.17,0.17,0.66,0,0,0.58,0,0.17,0.17,0.08,6,1.9719548917281104,6,5911.666666666667,0.6189921786054206,banana/importedfruits,hairproducts,otherreadymadefoods,fruite,house_prod,fastfood
C0874,0,0.39,0,0,0.61,0,0,0,0,0,0,0.18,22960,4,0.79,0.21,0,0.53,0,0,0.21,0,0,0.26,4,2.178165455558344,4,5740,0.28333904049627917,dentalproducts,harddrinks,laundrydetergent,house_prod,drink,NA
C0875,0.14,0,0,0.68,0,0,0,0,0,0,0.19,0.27,21970,6,0,0,1,0,0,0.06,0.94,0,0,0,6,2.1546627394684377,3,7323.333333333333,1.231398963038241,beans,eggs,fruitvegetables,fruite,vegetable,dairy
C0876,0,0,0,0.54,0.05,0,0,0,0.29,0.04,0.08,0.45,55430,5,0,0.46,0.54,0,0,0,0,0.46,0.54,0,5,1.7899208975284195,2,27715,0.10639131436218305,beans,kitchen/housedetergents,processedlivefish,fruite,seafood,vegetable
C0878,0,0,0,0.32,0,0,0,0,0,0,0.68,0.18,3670,2,0,1,0,0,0,0,0,0,1,0,2,2.2805188465707222,1,3670,0,eidbleherbs,fruitvegetables,NA,vegetable,fruite,NA
C0879,0.22,0.19,0.03,0.18,0.13,0,0.14,0.04,0.03,0.04,0,0.82,152930,27,0.07,0.93,0,0.42,0,0.02,0.03,0.21,0.03,0.3,18,0.872960226759961,12,12744.166666666666,0.8558486092190892,milk,softdrinks,cooky/cakes,dairy,drink,fruite
C0880,0,0,0.44,0,0,0,0.29,0,0.27,0,0,0.27,22310,3,0,0,1,1,0,0,0,0,0,0,3,1.6910173932922734,1,22310,0,chilledlivestock,instantfoods,otherlivefish,fastfood,meat,seafood
C0881,0.07,0,0.08,0.15,0.2,0.01,0.29,0.05,0.02,0.02,0.1,0.91,140515,29,0.05,0.31,0.64,0.1,0.58,0.13,0,0.06,0,0.13,20,0.9575152225953063,9,15612.777777777777,0.6834399606124958,ramen,rootvegetables,banana/importedfruits,meat,house_prod,fruite
C0883,0,0,0,0,0.49,0,0.04,0,0.18,0,0.29,0.36,22520,7,0,0.07,0.93,0.82,0.18,0,0,0,0,0,6,1.707072606332673,4,5630,0.7958124488579627,eidbleherbs,beans,chilledagriculturalproducts,house_prod,vegetable,seafood
C0886,0.25,0.37,0.08,0,0,0,0,0,0,0.31,0,0.36,9790,5,0.78,0.22,0,0,0,0.78,0,0.22,0,0,5,1.5010144125486964,2,4895,0.7786119613065355,fermentedmilk,ramen,snacks,drink,snack,dairy
C0887,0.16,0,0.1,0.65,0,0,0,0,0,0.08,0,0.36,30230,4,0,0,1,0,0,0,0.35,0.65,0,0,4,2.0490956115832826,2,15115,0.4383453880064803,cheese/butter,ramen,snacks,fruite,dairy,fastfood
C0888,0.07,0.15,0.31,0.06,0.05,0,0.05,0.02,0.02,0.15,0.11,0.91,214389,61,0.08,0.4,0.52,0.01,0.08,0.2,0.14,0.36,0.13,0.07,31,0.9394385392539802,29,7392.724137931034,0.9015141277774776,ramen,harddrinks,fruitvegetables,fastfood,snack,drink
C0889,0.18,0.07,0.21,0,0.03,0.07,0.04,0.03,0,0.36,0.01,0.82,196340,59,0,0.59,0.41,0.28,0.07,0.04,0.1,0.2,0.11,0.21,21,1.1874191742025284,39,5034.358974358975,0.783137344881132,cooky/cakes,milk,ramen,snack,fastfood,dairy
C0890,0.15,0.35,0.04,0,0.07,0,0,0,0.04,0.35,0,0.55,54470,19,0,1,0,0.8,0,0,0,0,0,0.2,10,1.4186696371256386,8,6808.75,0.742741393215603,cooky/cakes,candy-gum,coffee,drink,snack,dairy
C0891,0,0,0,1,0,0,0,0,0,0,0,0.09,6990,1,0,1,0,0,0,0,0,0,1,0,1,3.162277660168378,1,6990,0,apple/sweetmelon,NA,NA,fruite,NA,NA
C0892,0,1,0,0,0,0,0,0,0,0,0,0.09,1000,1,0,1,0,1,0,0,0,0,0,0,1,3.1622776601683804,1,1000,0,softdrinks,NA,NA,drink,NA,NA
C0893,0.12,0,0,0,0.88,0,0,0,0,0,0,0.18,4300,2,0,0.88,0.12,0,0,0.88,0,0,0,0.12,2,2.781963074982821,2,2150,1.085326687402608,icecream,kitchen/housedetergents,NA,house_prod,dairy,NA
C0894,0,0,0,0,0.28,0,0,0,0.72,0,0,0.18,17850,2,0.28,0.72,0,0,0.28,0,0,0,0,0.72,2,2.364527296715188,2,8925,0.6298598218972608,hairproducts,processedlivefish,NA,seafood,house_prod,NA
C0895,0,0.54,0.22,0,0,0,0,0,0,0.23,0,0.27,44610,11,0.04,0.07,0.9,0.11,0,0,0.36,0.15,0,0.38,8,1.8450861038240172,9,4956.666666666667,0.92097852803295,harddrinks,cooky/cakes,bottledfoods,drink,snack,fastfood
C0896,0,0,0,0.11,0,0.89,0,0,0,0,0,0.18,39500,2,0,0.89,0.11,0,0,0,0.11,0,0,0.89,2,2.7891220932317347,2,19750,1.09198768740201,cosmetics,pear/kiwi/grape,NA,makeup,fruite,NA
C0897,0.5,0,0,0,0.5,0,0,0,0,0,0,0.18,11980,3,0,1,0,0,0,0,0,1,0,0,3,2.1213239565967528,1,11980,0,fermentedmilk,kitchen/housedetergents,milk,house_prod,dairy,NA
C0898,0.37,0.05,0.09,0.08,0.02,0,0.27,0,0,0.08,0.05,0.73,145934,24,0,0.33,0.67,0.04,0.09,0.21,0.12,0.24,0.3,0,16,1.2403638387597076,13,11225.692307692309,0.6175255441612942,chilledlivestock,icecream,fermentedmilk,dairy,meat,fastfood
C0899,0,1,0,0,0,0,0,0,0,0,0,0.09,2150,2,0,1,0,0,0,0,1,0,0,0,2,3.1622776601683786,1,2150,0,harddrinks,softdrinks,NA,drink,NA,NA
C0900,0.04,0.29,0,0,0.51,0,0,0.1,0,0.07,0,0.45,32440,6,0,0.14,0.86,0,0,0.14,0.86,0,0,0,6,1.7082257885811958,2,16220,1.0262203223878748,chilledagriculturalproducts,chinesecabbages,harddrinks,house_prod,drink,sauce
C0901,0,0,0,0.07,0.22,0,0.22,0,0,0,0.49,0.36,22256,6,0,0.36,0.64,0.22,0,0,0,0,0,0.78,5,1.6683724044648742,4,5564,0.37834311754920225,lattuce,fruitvegetables,koreanpork,vegetable,house_prod,meat
C0903,0.1,0.47,0,0,0.32,0,0.11,0,0,0,0,0.36,75230,8,0.47,0.38,0.15,0.32,0,0.15,0.36,0.03,0.15,0,6,1.680728534915235,7,10747.142857142857,0.7111875183658418,harddrinks,milk,coffee,drink,house_prod,meat
C0904,0,0.29,0,0,0,0,0,0.08,0.3,0.33,0,0.36,18390,4,0.37,0.33,0.3,0,0,0.3,0,0.7,0,0,4,1.4749597178983038,3,6130,0.1148547563724759,candy-gum,coffee,livefish,snack,seafood,drink
C0906,0,1,0,0,0,0,0,0,0,0,0,0.09,700,1,0,1,0,0,1,0,0,0,0,0,1,3.1622776601683786,1,700,0,softdrinks,NA,NA,drink,NA,NA
C0908,0,0,1,0,0,0,0,0,0,0,0,0.09,1500,1,0,0,1,0,1,0,0,0,0,0,1,3.162277660168378,1,1500,0,ready-mademeals,NA,NA,fastfood,NA,NA
C0910,0,0.15,0.19,0,0.66,0,0,0,0,0,0,0.27,17940,4,0.66,0.34,0,0,0,0,0,0.34,0.66,0,4,2.1146557394633656,3,5980,0.9214820694790083,bottledfoods,cookingoil,harddrinks,house_prod,fastfood,drink
C0911,0.16,0.84,0,0,0,0,0,0,0,0,0,0.18,9350,3,0,0.62,0.38,0,0,0,0,0.62,0.16,0.22,2,2.6526974999843844,3,3116.6666666666665,0.7405743323470291,harddrinks,chilleddairymilks,NA,drink,dairy,NA
C0912,0,0.03,0.05,0.02,0.03,0,0.26,0,0,0.3,0.31,0.64,136991,20,0.04,0.96,0,0.11,0,0.1,0,0.51,0,0.28,11,1.3561576107477447,10,13699.1,0.646274713902741,beans,othervegetables,chilledagriculturalproducts,vegetable,snack,meat
C0913,0.07,0.17,0.2,0,0.06,0,0.27,0.05,0,0.18,0,0.64,126190,31,0,1,0,0.18,0.13,0.1,0.14,0.2,0.22,0.03,18,1.0039080179632724,20,6309.5,0.6466830958551084,harddrinks,otherbeverages,cooky/cakes,meat,fastfood,snack
C0914,0.1,0.05,0.48,0.01,0.06,0,0.08,0.1,0.01,0.09,0.01,0.91,169082,56,0.02,0.02,0.95,0.01,0.22,0.2,0.21,0.14,0.04,0.17,23,1.422049421609148,45,3757.3777777777777,0.6235536842362535,instantfoods,softdrinks,milk,fastfood,sauce,dairy
C0915,0,0,0,0.12,0,0,0.6,0,0,0,0.28,0.27,16480,3,0.4,0,0.6,0.6,0.4,0,0,0,0,0,3,1.9958241012672362,2,8240,0.2849022467887546,beans,fruitvegetables,koreanchicken,meat,vegetable,fruite
C0916,0.1,0.04,0,0.35,0,0,0.15,0,0,0.35,0,0.45,25364,6,0,0.04,0.96,0,0.31,0.5,0,0,0,0.19,6,1.457931862523656,5,5072.8,0.6690768965819558,importedbeef,milk,ready-madesnacks,fruite,snack,meat
C0918,0,0,1,0,0,0,0,0,0,0,0,0.09,6900,1,0,0,1,0,0,0,0,1,0,0,1,3.1622776601683804,1,6900,0,processeddryfoods,NA,NA,fastfood,NA,NA
C0919,0.06,0.14,0.15,0.1,0.09,0.01,0.14,0.07,0.06,0.13,0.05,1,273112,78,0.28,0.72,0,0.14,0.18,0.1,0.1,0.24,0,0.25,38,0.48251482879286833,49,5573.714285714285,1.0179233676036992,softdrinks,snacks,chilledseafood,fastfood,meat,drink
C0920,0.06,0.16,0.02,0.02,0.04,0,0.25,0.04,0.17,0.2,0.04,0.91,156873,32,0.06,0.73,0.2,0.02,0.04,0.19,0.3,0.36,0.09,0,18,0.9278013127680436,14,11205.214285714286,0.7462739505120045,milk,rootvegetables,softdrinks,meat,snack,seafood
C0921,0.36,0,0,0.64,0,0,0,0,0,0,0,0.18,8200,3,0,1,0,0,0.18,0.82,0,0,0,0,2,2.22096910103882,2,4100,0.8968183566268408,banana/importedfruits,fermentedmilk,NA,fruite,dairy,NA
C0922,0.55,0,0.07,0.05,0.17,0,0,0,0.08,0,0.08,0.55,37830,13,0,0.43,0.57,0.17,0.1,0,0.08,0.1,0.24,0.31,9,1.6899121506459196,6,6305,0.5437455849481139,fermentedmilk,milk,ramen,dairy,house_prod,vegetable
C0923,0.13,0,0.17,0,0,0.38,0,0,0.32,0,0,0.36,31370,4,0,1,0,0,0,0,0.68,0,0,0.32,4,1.4895700984048679,3,10456.666666666666,0.12946266024507266,chillednoodles,cosmetics,eggs,makeup,seafood,fastfood
C0924,0.28,0,0,0,0,0,0,0,0.66,0,0.06,0.27,23460,3,0,1,0,0.72,0,0.28,0,0,0,0,3,2.176966329476237,3,7820,0.9207862647329567,cheese/butter,lattuce,otherlivefish,seafood,dairy,vegetable
C0925,0.29,0.39,0,0,0,0,0.28,0,0,0.04,0,0.36,52273,16,0.29,0.34,0.36,0.34,0,0.04,0,0.61,0,0.02,8,1.5748732283907465,10,5227.3,0.8533554571916641,harddrinks,chilleddairymilks,koreanpork,drink,dairy,meat
C0926,0.15,0,0,0.52,0.13,0,0,0,0.06,0.12,0.02,0.55,108695,14,0.06,0.94,0,0.31,0.19,0,0.12,0,0.15,0.23,10,1.6168328628129647,9,12077.222222222223,0.8343710149632627,milk,cooky/cakes,mandarinorange/watermelonandotherfruits,fruite,dairy,house_prod
C0927,0,0.57,0.23,0,0,0,0,0,0,0.2,0,0.27,4400,3,0,0,1,0,0,0,0,1,0,0,3,1.8919686716606736,2,2200,0.7713892158398701,bottledfoods,cooky/cakes,harddrinks,drink,fastfood,snack
C0928,0,0.05,0,0,0.79,0,0.07,0.07,0.02,0,0,0.45,112650,14,0,1,0,0,0.05,0,0.02,0.06,0.73,0.15,10,2.463584219349212,9,12516.666666666666,1.2066354988168204,laundrydetergent,chilledlivestock,kitchen/housedetergents,house_prod,meat,sauce
C0929,0.28,0.15,0.04,0.07,0,0,0,0,0.21,0,0.25,0.55,27200,10,0,0.1,0.9,0,0.37,0.49,0,0.1,0,0.05,6,1.1599885202942886,6,4533.333333333333,0.5112732173389939,lattuce,harddrinks,milk,dairy,vegetable,seafood
C0930,0.01,0,0.04,0.45,0,0,0.3,0,0,0.12,0.08,0.55,129239,18,0,0.65,0.35,0.02,0.33,0.01,0.32,0,0.03,0.28,15,1.5603046054662344,12,10769.916666666666,0.9462861729272006,eidbleherbs,fruitvegetables,mandarinorange/watermelonandotherfruits,fruite,meat,snack
C0931,0.12,0.02,0.09,0.07,0.26,0,0.16,0.03,0.08,0.12,0.04,0.91,190121,39,0.09,0.85,0.06,0.01,0.39,0.04,0.03,0,0.03,0.5,25,0.7828849434537019,16,11882.5625,1.1938350728695313,eggs,fruitvegetables,kitchen/housedetergents,house_prod,meat,dairy
C0933,0.82,0,0,0,0,0,0,0,0,0,0.18,0.18,5480,2,0,0,1,0,1,0,0,0,0,0,2,2.5968365099371455,1,5480,0,eggs,lattuce,NA,dairy,vegetable,NA
C0934,0,0,0.2,0,0,0,0,0.5,0,0,0.3,0.27,11540,3,1,0,0,0.3,0.7,0,0,0,0,0,3,1.7815730591562842,2,5770,0.5588226901578262,otherreadymadefoods,rootvegetables,seasonings,sauce,vegetable,fastfood
C0935,0.23,0,0.05,0.36,0.23,0,0,0,0.1,0,0.03,0.55,100080,20,0.09,0.91,0,0.06,0.54,0.41,0,0,0,0,15,1.3207154730212427,8,12510,0.3553972091235822,apple/sweetmelon,banana/importedfruits,kitchen/housedetergents,fruite,house_prod,dairy
C0936,0.09,0.06,0.11,0.37,0,0,0.16,0,0,0.12,0.1,0.64,110384,16,0,0.88,0.12,0.5,0.1,0,0.12,0,0,0.28,13,1.134610535736347,5,22076.8,0.8856829600991158,eidbleherbs,importedbeef,snacks,fruite,meat,snack
C0937,0.22,0,0.19,0,0,0,0,0,0.46,0,0.13,0.36,19213,5,0,0.65,0.35,0.16,0,0.19,0,0,0.65,0,5,1.567320198478535,3,6404.333333333333,0.8325210538088408,chilleddairymilks,livefish,milk,seafood,dairy,fastfood
C0938,0,0,1,0,0,0,0,0,0,0,0,0.09,2000,1,0,0,1,0,0,0,1,0,0,0,1,3.1622776601683804,1,2000,0,ready-mademeals,NA,NA,fastfood,NA,NA
C0939,0,0,0,0,0,0,0,0,0,1,0,0.09,2550,1,0,1,0,0,0,0,0,1,0,0,1,3.162277660168379,1,2550,0,bakery,NA,NA,snack,NA,NA
C0940,0,0,0,0,0,0,0,0,1,0,0,0.09,96000,1,0,0,1,0,0,0,0,1,0,0,1,3.162277660168378,1,96000,0,otherlivefish,NA,NA,seafood,NA,NA
C0941,0.09,0.03,0.13,0,0.36,0,0.21,0.09,0,0.09,0.01,0.73,154682,23,0,0.79,0.21,0,0.07,0.2,0.2,0.12,0.36,0.06,17,1.1614931107456106,13,11898.615384615385,1.296450069769445,snacks,milk,ramen,house_prod,meat,fastfood
C0942,0,0.07,0,0,0,0,0.83,0,0,0,0.09,0.27,29482,3,0,0.91,0.09,0,0.09,0,0,0.91,0,0,3,2.6101652385728693,2,14741,1.1503856472705911,koreanpork,lattuce,softdrinks,meat,vegetable,drink
C0943,0.35,0,0,0,0,0,0.35,0,0,0.29,0,0.36,8490,8,0,0,1,0,0,0.17,0.18,0.18,0.48,0,7,1.6319368020347977,5,1698,0.8426036906480096,snacks,chilleddairymilks,chilledlivestock,dairy,meat,snack
C0944,0,1,0,0,0,0,0,0,0,0,0,0.09,4160,1,0,0,1,1,0,0,0,0,0,0,1,3.1622776601683786,1,4160,0,harddrinks,NA,NA,drink,NA,NA
C0945,0.11,0,0,0.01,0,0,0.3,0,0.53,0,0.04,0.45,89166,14,0,1,0,0.4,0.38,0.09,0.11,0.02,0,0,8,1.8116712745976784,11,8106,0.8438144367682476,livefish,cheese/butter,koreanbeef,seafood,meat,dairy
C0946,0,0,0,0,0.75,0,0,0,0.25,0,0,0.27,13930,4,0,0,1,0,0.36,0,0.25,0,0,0.39,4,2.412865426425308,3,4643.333333333333,0.21451376178050977,hairproducts,otherbeverages,otherlivefish,house_prod,seafood,drink
C0947,0.34,0.04,0.08,0.1,0.33,0,0.04,0.01,0.04,0.01,0.01,0.91,230654,66,0.01,0.27,0.72,0.11,0.16,0.1,0,0.31,0.25,0.07,22,1.3082409396689711,37,6233.891891891892,0.8290697466697543,wastepapers,milk,fermentedmilk,dairy,house_prod,fruite
C0948,0.35,0.18,0,0,0,0,0,0,0.47,0,0,0.27,8490,4,0,1,0,0,0,0,0.41,0,0.59,0,3,1.774662451910302,2,4245,0.2481953130666563,otherlivefish,milk,softdrinks,seafood,dairy,drink
C0949,0.06,0.09,0.17,0.02,0.19,0,0.26,0,0.09,0,0.12,0.73,123274,17,0.45,0.55,0,0,0.63,0.04,0,0.27,0.04,0.02,12,0.9189360354137185,7,17610.571428571428,1.0579629415794194,othervegetables,instantfoods,kitchen/housedetergents,meat,house_prod,fastfood
C0950,1,0,0,0,0,0,0,0,0,0,0,0.09,2700,1,0,0,1,0,0,0,1,0,0,0,1,3.162277660168379,1,2700,0,fermentedmilk,NA,NA,dairy,NA,NA
C0952,0,0,0,0,0,0,1,0,0,0,0,0.09,2480,1,0,1,0,0,0,0,0,1,0,0,1,3.162277660168379,1,2480,0,chilledlivestock,NA,NA,meat,NA,NA
C0953,0.12,0.04,0.27,0.08,0.12,0,0.1,0,0.13,0.06,0.08,0.82,253120,72,0.46,0.54,0,0.13,0,0.23,0.27,0,0.1,0.27,33,0.7856363922898723,49,5165.714285714285,1.1547203956606222,chilleddairymilks,softdrinks,fruitvegetables,fastfood,seafood,house_prod
C0954,0.01,0.31,0.13,0.17,0.07,0,0.19,0.02,0.07,0,0.03,0.91,592278,80,0.3,0.69,0.01,0.27,0.18,0,0.15,0.28,0,0.12,41,1.0433115912966562,20,29613.9,0.6971972489967242,harddrinks,koreanbeef,softdrinks,drink,meat,fruite
C0955,0,0.08,0.02,0.6,0,0,0,0,0.08,0.11,0.1,0.64,117911,32,0,0,1,0.07,0.24,0.12,0.15,0.06,0.27,0.09,18,1.8380573600638868,24,4912.958333333333,0.7741980147841905,harddrinks,apple/sweetmelon,tomato/plum/melon,fruite,snack,vegetable
C0957,0.08,0.22,0.22,0.1,0.11,0,0.13,0,0.07,0.01,0.06,0.82,100170,43,0,0.37,0.63,0.15,0.23,0.23,0.01,0.16,0.19,0.03,22,0.794880491026052,20,5008.5,1.0975130524204917,harddrinks,softdrinks,ramen,fastfood,drink,meat
C0958,0,0,0,0,1,0,0,0,0,0,0,0.09,2990,1,0,0,1,0,0,0,0,0,1,0,1,3.1622776601683795,1,2990,0,wastepapers,NA,NA,house_prod,NA,NA
C0959,1,0,0,0,0,0,0,0,0,0,0,0.09,850,1,0,0,1,0,0,1,0,0,0,0,1,3.1622776601683804,1,850,0,milk,NA,NA,dairy,NA,NA
C0960,0,0,0,0,0,0,0,1,0,0,0,0.09,7990,1,1,0,0,0,0,0,1,0,0,0,1,3.162277660168379,1,7990,0,soysaucesandpastes,NA,NA,sauce,NA,NA
C0961,0,0,0,0,0.69,0,0.25,0,0,0,0.06,0.27,19620,4,0,1,0,0,0,0,0.57,0.43,0,0,4,2.2166879482239863,2,9810,0.19605814931981747,eidbleherbs,koreanchicken,laundrydetergent,house_prod,meat,vegetable
C0962,0,0,0,0.78,0,0,0,0,0,0.22,0,0.18,17970,3,0,0,1,0,1,0,0,0,0,0,3,2.489939512167094,1,17970,0,pear/kiwi/grape,ready-madesnacks,tomato/plum/melon,fruite,snack,NA
C0963,0.04,0.15,0.09,0,0.46,0,0,0.22,0,0.04,0,0.55,58000,13,0.03,0.97,0,0.12,0,0.15,0.29,0.14,0,0.29,10,1.5009722770446496,10,5800,0.8377351047283856,softdrinks,chocolete,artificialpowders,house_prod,sauce,drink
C0964,0.23,0.03,0.12,0.09,0.09,0,0.14,0.03,0.12,0.09,0.06,0.91,134560,37,0,0.69,0.31,0.04,0.21,0.1,0.1,0.31,0.13,0.1,23,0.662866531696328,21,6407.619047619048,0.6385669745530257,fruitvegetables,milk,chilledseafood,dairy,meat,seafood
C0965,0.13,0,0.19,0.16,0,0,0.18,0.06,0,0.07,0.22,0.73,112946,37,0.04,0.96,0,0.05,0.01,0.34,0.04,0.09,0.02,0.45,22,0.903330116563835,16,7059.125,1.0709779859397353,eidbleherbs,fermentedmilk,banana/importedfruits,vegetable,fastfood,meat
C0967,0,0,1,0,0,0,0,0,0,0,0,0.09,8790,1,0,0,1,0,0,0,0,0,0,1,1,3.162277660168379,1,8790,0,bottledfoods,NA,NA,fastfood,NA,NA
